lr,la,rho*,T*,rho*_sim,T*_sim,P*_sim,TotEn_sim,thermal_conductivity,T*_sim_std,P*_sim_std,TotEn_sim_std,thermal_conductivity_std,is_fluid,is_solid,is_stable
7.0,6.0,0.12,1.8,0.12,1.8013467034482755,0.1264415148275862,1.3293599344827585,0.8339124956761337,0.0092881867927039,0.0015570887275305,0.0002169835282189,0.0260343308465334,True,False,False
7.0,6.0,0.146573,3.0,0.146573,2.954914526530612,0.3546123228571429,3.031528926530612,1.5676296834646992,0.0055135268493041,0.0024298640796005,9.111190283662652e-05,0.0981021875761026,True,False,True
7.0,6.0,0.15,1.9,0.15,1.9001067933189657,0.1548069206249999,1.1869723424568963,1.3467374253249798,0.0101916079565625,0.0023356413199151,0.0002720240826555,0.2107016402880402,True,False,False
7.0,6.0,0.15,2.0,0.15,1.9988962431034485,0.1752631307241379,1.3800437303448276,1.3714424254569877,0.0085125996712334,0.0022206830668076,0.000201120942582,0.1175180512351036,True,False,False
7.0,6.0,0.15,2.03,0.15,2.029916534482759,0.181581888275862,1.4380342827586206,1.1679528193916393,0.008047049415905,0.0021991067059545,0.0001882507924595,0.0609512365849229,True,False,False
7.0,6.0,0.15,2.4,0.15,2.3998670252873566,0.2546698288505746,2.085181581609195,1.3801080809207564,0.0063931077229067,0.0022562831661892,0.0001199384450237,0.1404624299583382,True,False,True
7.0,6.0,0.15,2.8,0.15,2.8002112,0.3319664375862069,2.7486814896551723,1.2235203983292036,0.0057375295617741,0.0024227083788241,0.0001008965752614,0.0907496889385324,True,False,True
7.0,6.0,0.15,4.6,0.15,4.599521349867374,0.6699038432625994,5.615278464721485,2.4345863937246564,0.0049646599846453,0.0030698426353894,6.365778316904725e-05,0.3013721601256516,True,False,True
7.0,6.0,0.15,5.3,0.15,5.2997304494252875,0.798977868467433,6.714519988888889,2.187447192150353,0.005342777441207,0.0034241275713035,6.032053793675272e-05,0.1655802530847158,True,False,True
7.0,6.0,0.15,6.0,0.15,6.000014732758621,0.9270538564511492,7.809907264511494,2.3779446106793514,0.0055859506169773,0.0036950793078981,5.641740018034834e-05,0.2780895161268289,True,False,True
7.0,6.0,0.15,10.0,0.15,10.00061692247765,1.6462567615581096,14.035705908045976,3.0075699044535327,0.0077739390317737,0.005187258740898,0.0001836631334213,0.305729707671686,True,False,True
7.0,6.0,0.153177,1.92,0.153177,1.9210684793103447,0.1601859117241379,1.1937739137931036,1.6352389848888305,0.0098300182455449,0.0023780051335329,0.000264013963725,0.129803776853483,True,False,False
7.0,6.0,0.16,2.19,0.16,2.189738631034482,0.2211035786206896,1.6245627068965518,1.2071453883973402,0.0076835272264726,0.0024505719207067,0.000168575234889,0.041882805528884,True,False,False
7.0,6.0,0.18,1.99,0.18,1.9876822586206897,0.1837948499999999,1.0453041206896552,1.469463681576296,0.0101994173298739,0.0031846943590647,0.0002829548039819,0.1287371327428306,True,False,False
7.0,6.0,0.2,1.95,0.2,1.949001506896552,0.1764104793103448,0.7483003310344828,1.407898918495016,0.0124573365663494,0.004142518495963,0.0004111396499129,0.0627235956179224,True,False,False
7.0,6.0,0.2,2.03,0.2,2.0299337586206896,0.2004115306896551,0.9235402696551724,1.4594152849934572,0.0105442601357955,0.0038395764565106,0.0003207641709628,0.0848171179605213,True,False,False
7.0,6.0,0.2,2.4,0.2,2.3997412855172415,0.3057843493793103,1.6078362251724136,1.449516624565839,0.0071324399491036,0.0035925817866598,0.0001522472123643,0.155403712907836,True,False,True
7.0,6.0,0.2,2.8,0.2,2.7999596623067773,0.4167548038287752,2.288212526159334,1.7062703239417414,0.0062561152309474,0.0037861888348416,0.0001155894749665,0.215750994390036,True,False,True
7.0,6.0,0.2,3.8,0.2,3.800434613793103,0.6884811163793103,3.923262375862069,2.065660503439955,0.0055533803021299,0.0043398355056263,8.045636834559036e-05,0.1347409560113079,True,False,True
7.0,6.0,0.2,4.6,0.2,4.599603977442529,0.9012409085488504,5.204905470402299,2.171669002862094,0.005610343580928,0.0047478548311103,6.890517512818301e-05,0.2013763224718584,True,False,True
7.0,6.0,0.2,5.3,0.2,5.299774911615245,1.085397575136116,6.3203542856624315,2.161197755735464,0.0058730753821982,0.005223837073787,6.17009027684986e-05,0.1848599915410033,True,False,True
7.0,6.0,0.2,6.0,0.2,6.000238432233883,1.2679154703148428,7.431802085157422,2.42405082196479,0.0062484939486813,0.0057828516190376,5.9646084888084874e-05,0.3797310501254233,True,False,True
7.0,6.0,0.2,7.2,0.2,7.200199332983509,1.5776086221889054,9.329834797301348,2.6880714630752167,0.0069816816893339,0.0064201794979109,5.633247583681649e-05,0.3608927398138742,True,False,True
7.0,6.0,0.21,1.97,0.21,1.9714442620689656,0.1841977831034482,0.6923432706896552,1.6347043885443988,0.0123956343437241,0.0046277644516694,0.0004320559721369,0.0750014608435228,True,False,False
7.0,6.0,0.21,2.19,0.21,2.1901468310344825,0.2518782375862069,1.1374001758620689,1.5904688021907851,0.0086004242291943,0.004017659757278,0.0002125579768406,0.0737411789371049,True,False,False
7.0,6.0,0.247214,2.04,0.247214,2.0375430586206895,0.2110968351724138,0.4789707179310343,1.7270665266366256,0.0112411047838263,0.0057676273587887,0.0003561130369567,0.1427077905271618,True,False,False
7.0,6.0,0.247214,2.12,0.247214,2.118991468965518,0.2419633082758621,0.6472562486206898,1.5300911525660057,0.0096341846111919,0.0054648162476292,0.000276653318971,0.1049472167041453,True,False,False
7.0,6.0,0.25,2.03,0.25,2.0282884689655174,0.2079206675862069,0.4316353293103449,1.8168720245794605,0.0114584495079686,0.0059514254734857,0.0003829100112997,0.0747585760941201,True,False,False
7.0,6.0,0.25,2.4,0.25,2.3997098129310346,0.3489874731896552,1.145635527586207,1.7407039755509917,0.0075655121401914,0.0052583070501686,0.0001785719978533,0.2127858992891921,True,False,True
7.0,6.0,0.25,2.8,0.25,2.8001882850574713,0.4982750234482759,1.8395945160919545,2.010002857097887,0.0063183333275762,0.0052689971819823,0.0001226747791295,0.0901358167493399,True,False,True
7.0,6.0,0.25,4.6,0.25,4.600397303448276,1.1498002877742948,4.804590601253919,2.1266521985262754,0.0060739240993103,0.0068608371471213,6.870219089533827e-05,0.1884220677616012,True,False,True
7.0,6.0,0.25,5.3,0.25,5.29959260229885,1.396146985440613,5.935372527203064,2.260936918034355,0.0063968745559905,0.0073376820905514,6.629752184382123e-05,0.203766293140328,True,False,True
7.0,6.0,0.25,6.0,0.25,6.000555231172414,1.6403653583448277,7.064368189517242,2.629443809201768,0.0068838353834716,0.0079524783405174,6.150149874957051e-05,0.3742778244345573,True,False,True
7.0,6.0,0.25,7.2,0.25,7.2003284636781615,2.0528122754022986,8.989503313333334,2.9312581087007024,0.007692444824011,0.008924561932613,5.8089877119837345e-05,0.2827013244056338,True,False,True
7.0,6.0,0.26,1.97,0.26,1.968830382758621,0.1840927368965517,0.189199654137931,2.161485487558101,0.0134305561739957,0.0072044408372851,0.0005184489105855,0.2303124634580918,True,False,False
7.0,6.0,0.26,2.19,0.26,2.1899195343221804,0.2738363559848223,0.6681547409451536,1.88401657777099,0.0089300418844337,0.0058643662217164,0.000248677680617,0.07442118912884,True,False,False
7.0,6.0,0.3,2.03,0.3,2.026857006896552,0.2095107468965516,-0.0310209395517241,1.7922864207793396,0.0118272384888637,0.0085868472488129,0.0004431843125601,0.128942569085706,True,False,False
7.0,6.0,0.3,2.4,0.3,2.4001046901477836,0.3905855427093596,0.6990440827093597,1.852836654790468,0.0073475272608798,0.0070056163093543,0.0001779126915347,0.2302381528453171,True,False,True
7.0,6.0,0.3,2.8,0.3,2.80044470877743,0.583715931598746,1.4021375094043886,1.7930959636165176,0.0061764931581614,0.0070069968060148,0.0001208646149885,0.1296275800438839,True,False,True
7.0,6.0,0.3,4.6,0.3,4.598553049425288,1.4245299268199234,4.4094501892720315,2.5213365909760292,0.0062446018823306,0.0087906149743781,6.568784223034263e-05,0.1791150765018724,True,False,True
7.0,6.0,0.3,5.3,0.3,5.300332041871921,1.7427448586206895,5.562673800985222,2.714355911189819,0.0067917114554377,0.0097071269091173,5.937095379761384e-05,0.3443559571436418,True,False,True
7.0,6.0,0.3,6.0,0.3,6.000056724137932,2.055306656321839,6.707016709195402,2.80280740805814,0.0073924859176533,0.0104231962555932,6.096695230247455e-05,0.1209315956752381,True,False,True
7.0,6.0,0.3,7.2,0.3,7.200014555172413,2.583219348275862,8.661783315517242,2.965883214188216,0.0084467162054458,0.01184696795463,7.055530283895022e-05,0.2507339278814994,True,False,True
7.0,6.0,0.308013,1.95,0.308013,1.948393824137931,0.1704835368965517,-0.3133386106896552,2.1764485993756777,0.0148564515887313,0.0103277939560674,0.0006130488950563,0.2788152341013503,True,False,False
7.0,6.0,0.329286,2.04,0.329286,2.040434496551724,0.2172394375862069,-0.2534180531034482,1.8400292801142448,0.0108456739827947,0.0097370037371745,0.0003738954591291,0.1591233407532279,True,False,False
7.0,6.0,0.329286,2.12,0.329286,2.119247320689655,0.2608647324137931,-0.0865234676206896,2.2329128705351664,0.0090744328332884,0.0088150191488232,0.0002817811196588,0.0984622777784588,True,False,False
7.0,6.0,0.341904,8.63,0.341904,8.575715967346937,3.792792179591837,10.659197142857142,3.692135453631269,0.0106032539085566,0.0164385143764405,0.0001027192552846,0.0707249039538641,True,False,True
7.0,6.0,0.35,2.4,0.35,2.400005184051724,0.4376918332327585,0.2634660981034483,2.4074518823446187,0.006709557229468,0.0090974237449745,0.0001577101273216,0.1099250439306307,True,False,True
7.0,6.0,0.35,2.8,0.35,2.799694101724138,0.6805018048275862,0.9714435687931036,2.0049291803555738,0.0058816896057878,0.0089619907603001,0.0001058067200559,0.139531356384949,True,False,True
7.0,6.0,0.35,3.8,0.35,3.800101105570292,1.276544725331565,2.6839283263925733,2.453451782747027,0.0059793899185772,0.0099240559570994,7.051484512677681e-05,0.1968669871723428,True,False,True
7.0,6.0,0.35,5.3,0.35,5.299825055172414,2.1363243666666665,5.199106288505747,2.9979783936148734,0.0072402355318877,0.0121040348372949,5.618706447535779e-05,0.3361842506498403,True,False,True
7.0,6.0,0.35,10.0,0.35,9.999183244827586,4.667320282758621,12.951822189655172,3.985016907675295,0.012040088443993,0.0187938592088616,0.0003685970329142,0.3794346516022241,True,False,True
7.0,6.0,0.36,1.97,0.36,1.96958362883753,0.1759682359434287,-0.672593295619179,2.422298715080905,0.0125865022325029,0.0127218691725908,0.0004822280020711,0.1264637996456675,True,False,False
7.0,6.0,0.36,2.19,0.36,2.1904247655172413,0.3146221810344827,-0.2120466820689655,1.8167253599310829,0.0078058861123834,0.0099737134792261,0.000218451792246,0.1117928530718098,True,False,False
7.0,6.0,0.4,2.4,0.4,2.4000061125226857,0.4997161011433756,-0.1650445473865698,2.3330695681876223,0.0059498944980834,0.0105415298572001,0.0001272148267353,0.3304244380425843,True,False,True
7.0,6.0,0.4,2.8,0.4,2.7999103575712145,0.8019471882908545,0.5502402516491753,2.540195877920013,0.005584491861506,0.0106944263714986,8.815546031819529e-05,0.3568706234798078,True,False,True
7.0,6.0,0.4,4.6,0.4,4.597573927586207,2.1061175862068966,3.6561359655172425,2.522331908665232,0.0069075606942441,0.0135439248424955,5.4013772315636126e-05,0.1349504254212051,True,False,True
7.0,6.0,0.41,1.95,0.41,1.949373451724138,0.1608298744827586,-1.1155234034482755,2.354820861438693,0.0095754653490032,0.0142843562750751,0.0003315126297012,0.3386463741069439,True,False,False
7.0,6.0,0.41,2.19,0.41,2.1894817379310347,0.3480254113793103,-0.6383303472413793,2.028089867873927,0.0064847176793412,0.011407047694137,0.0001565465383559,0.017718891897849,True,False,False
7.0,6.0,0.44,2.01,0.44,2.0099937896551725,0.2186875720689655,-1.2363567862068965,2.344726717995645,0.0070234318570482,0.013694125115092,0.0001936826059875,0.2869767654806476,True,False,False
7.0,6.0,0.45,2.03,0.45,2.0309300931034486,0.2443695648275862,-1.2798196448275865,2.629045475434568,0.0065550659105014,0.0134711068498545,0.0001779850951397,0.0036270359020244,True,False,False
7.0,6.0,0.45,2.4,0.45,2.3997579706896555,0.5901754693103449,-0.5884562613793103,2.566505711004882,0.0052932146759218,0.0120378013090538,9.392866030129472e-05,0.2127014867549565,True,False,True
7.0,6.0,0.451027,5.48,0.451027,5.614250391836735,3.4078480734693875,5.056453387755102,3.2648483496594083,0.0087528702268792,0.0185745379613176,4.496031384920409e-05,0.1740176724119005,True,False,True
7.0,6.0,0.493429,2.04,0.493429,2.039253113793103,0.3014010386206896,-1.6284599965517237,2.5085969477767813,0.0052485646778059,0.0140867287434854,0.0001063332541595,0.1247810023592384,True,False,False
7.0,6.0,0.493429,2.12,0.493429,2.120190775862069,0.392990284137931,-1.4742996586206896,2.661967738570189,0.004867169612057,0.0138082333101145,9.580105081099056e-05,0.0258486963708856,True,False,False
7.0,6.0,0.5,1.9,0.5,1.899728151724138,0.1508561984827586,-1.9537166448275864,2.780825193181032,0.0054636498235445,0.0148596292073693,0.0001333229216484,0.2535913988180354,True,False,False
7.0,6.0,0.5,2.0,0.5,2.0000280218390807,0.2667666496551723,-1.7591268241379308,2.5899540710496827,0.0051598018714222,0.0139478066209907,0.0001090794694299,0.0914463844580037,True,False,False
7.0,6.0,0.5,2.03,0.5,2.0299365068965516,0.3016615617241379,-1.7014197413793104,2.9837947310398065,0.004940223585752,0.0137650344747246,9.848053273373915e-05,0.2533708856516671,True,False,False
7.0,6.0,0.5,2.4,0.5,2.399966359852217,0.7275326590394089,-1.0054456027093597,2.989736843884047,0.004933544070687,0.0134002709437306,6.985079470044432e-05,0.1044454553289525,True,False,True
7.0,6.0,0.5,2.8,0.5,2.800188258620689,1.1778817356321838,-0.2680659062068965,2.998079045513519,0.005281831054523,0.0140878879931899,5.627499072866058e-05,0.3803000750709747,True,False,True
7.0,6.0,0.51,2.19,0.51,2.189927651724138,0.5123402155172414,-1.4817773965517242,2.515259730624091,0.0048386366387281,0.013488866918251,7.754610945265688e-05,0.1304848743833762,True,False,False
7.0,6.0,0.53,1.8,0.53,1.7999758862068966,0.061486949,-2.402168324137931,2.764613021712393,0.0049792787609364,0.0154113154522537,0.000115192679161,0.0101538148211565,True,False,False
7.0,6.0,0.544977,1.83,0.544977,1.829931010344827,0.1241731884137931,-2.469245337931034,2.659230792438473,0.0045126765965924,0.0146530312797835,8.856677375932623e-05,0.1366671241320124,True,False,False
7.0,6.0,0.55,2.0,0.55,2.000192457471264,0.3758962913793103,-2.1792286310344826,3.097494941817071,0.0044333423510244,0.0142768784230012,6.661843512452866e-05,0.3785652974453015,True,False,False
7.0,6.0,0.55,2.03,0.55,2.0302215724137933,0.4186773631034482,-2.1209175655172414,2.9326863482868064,0.0044373174956681,0.0141748673447163,6.333769432571917e-05,0.2450583284177001,True,False,False
7.0,6.0,0.55,2.4,0.55,2.400391106896552,0.934133294137931,-1.4129013465517244,3.260779791246049,0.0048207663215844,0.014865313880801,5.209579654530806e-05,0.439127367349373,True,False,True
7.0,6.0,0.55,2.8,0.55,2.799868276657825,1.4730635334217508,-0.6598925255172413,3.63722117323236,0.0052845584684143,0.0155760187547837,4.3158731459490494e-05,0.4050245819417787,True,False,True
7.0,6.0,0.55,7.2,0.55,7.200586138168847,6.678953877288942,7.3207145156956015,4.748224683749182,0.0117343765420029,0.0285740551846163,6.239309245022334e-05,0.646093339634802,True,False,True
7.0,6.0,0.555862,1.81,0.555862,1.810408403448276,0.1170024680344827,-2.5999768068965516,3.647528992710898,0.0045129616826049,0.015154143195124,8.483783581848578e-05,0.1090314483342829,True,False,False
7.0,6.0,0.5755,2.04,0.5755,2.0396833965517245,0.5242710803448276,-2.3139759068965517,3.028883865203726,0.004268701201727,0.0145336961447373,5.222908008485051e-05,0.0598481417086765,True,False,False
7.0,6.0,0.5755,2.12,0.5755,2.120331124137931,0.6480541962068965,-2.157034651724138,3.2693275020848653,0.0044560141458551,0.0143258316501421,4.999188703195556e-05,0.11770463944523,True,False,False
7.0,6.0,0.590165,1.92,0.590165,1.9199651103448272,0.3906679727586206,-2.670368079310345,3.304689949177219,0.0040754885161521,0.0147063297519225,4.9585386018426134e-05,0.0804285351208174,True,False,False
7.0,6.0,0.599126,1.78,0.599126,1.7800238551724137,0.1872214555172414,-3.0237770965517248,3.3807453633144764,0.0039532325728205,0.0147011081708349,5.288944311162884e-05,0.0292751587935328,True,False,False
7.0,6.0,0.6,1.7,0.6,1.6999038828863346,0.0495063206132821,-3.192664283652618,3.540142859747747,0.0038617827761107,0.0148614513903524,5.6713317023411995e-05,0.2716686462159683,True,False,False
7.0,6.0,0.6,1.9,0.6,1.899995464367816,0.3982413035632184,-2.791097849425287,3.3510121544512583,0.0041333051033513,0.0146188391149692,4.677660751391971e-05,0.4138579026933273,True,False,False
7.0,6.0,0.6,2.0,0.6,1.999554613793103,0.5683959813793104,-2.5933347793103447,3.5528860597109357,0.0042920164649547,0.0151144237794186,4.348225744121611e-05,0.2271878481453997,True,False,False
7.0,6.0,0.6,2.03,0.6,2.030192006896552,0.6202108813793104,-2.532839931034483,3.1642405311556465,0.0042548207150194,0.0148509060650804,4.415386799535012e-05,0.2419766314163441,True,False,False
7.0,6.0,0.6,2.4,0.6,2.3995452855683266,1.235952672669221,-1.8075243421455944,3.999494263876578,0.0048517862463005,0.0156779372737338,3.9405769525126326e-05,0.3023263767933912,True,False,True
7.0,6.0,0.6,2.8,0.6,2.800353627422003,1.8765242587848936,-1.0317817019704432,4.065687777964025,0.0055527831792036,0.0172609780652655,3.3863484569473554e-05,0.2290529630586504,True,False,True
7.0,6.0,0.6,10.0,0.6,9.999382936206898,11.3439325862069,12.162243379310343,6.413684777007686,0.0160533005353415,0.0403562940085999,0.0006375521586085,0.2610786417284469,True,False,True
7.0,6.0,0.619571,1.68,0.619571,1.6797529758620688,0.0788447842068965,-3.3977897379310344,3.309522357247832,0.0036981774884695,0.0145633369067254,4.701874750895851e-05,0.1130012949690943,True,False,False
7.0,6.0,0.636306,8.35,0.636306,8.439138648979592,10.69650436734694,9.294897995918369,5.843103092037963,0.0149831680712203,0.0407623336092237,0.0001549470858444,0.1073603102273396,True,False,True
7.0,6.0,0.65,1.7,0.65,1.7002456413793106,0.2620726177011494,-3.60613779770115,3.8776157540732297,0.0038016433233262,0.0147783467949508,3.538954031069997e-05,0.2346177848317054,True,False,False
7.0,6.0,0.65,1.8,0.65,1.8002756263868065,0.471257776311844,-3.3990535541229385,3.979151937766763,0.0039953078142504,0.0148606635250213,3.601163222909397e-05,0.317927476747415,True,False,False
7.0,6.0,0.65,1.9,0.65,1.8998471770114944,0.6776065813793104,-3.193634868965517,4.288888486595568,0.0040784381605876,0.015204804770579,3.47267803599428e-05,0.3951603720231968,True,False,True
7.0,6.0,0.65,2.0,0.65,1.9997973666666664,0.8797262265517242,-2.989060974712644,3.936093071345533,0.0043309011549982,0.0157386801874638,3.0942872943401175e-05,0.3295623714156938,True,False,True
7.0,6.0,0.65,2.03,0.65,2.0302451620689657,0.9410839348275862,-2.9270571344827587,5.122669178887565,0.0043022354595696,0.0157254692876523,3.2051224263584396e-05,0.7068274481818225,True,False,True
7.0,6.0,0.65,2.4,0.65,2.40001311954023,1.666887706896552,-2.1785523068965515,4.2009170153395115,0.0049972050110351,0.0170786884636834,2.923480465330707e-05,0.2243126937747699,True,False,True
7.0,6.0,0.65,2.8,0.65,2.8000914816091953,2.4165205218390806,-1.380510324137931,4.37537833891051,0.005689842957479,0.0184930039024237,2.730112998649112e-05,0.1765627192516152,True,False,True
7.0,6.0,0.65,10.0,0.65,9.99960256091954,13.320451919540233,12.117265747126435,6.809542593723785,0.017048070891585,0.0461369854501059,0.0006952603641822,0.4098327852576713,True,False,True
7.0,6.0,0.657571,2.04,0.657571,2.0398576551724137,1.0224397482758625,-2.9647776172413796,3.6110074135202246,0.0043880566862342,0.0159745884795663,3.2276162275512805e-05,0.1272831915729178,True,False,True
7.0,6.0,0.673332,9.66,0.673332,9.76983683265306,14.014148040816329,11.691858734693875,6.5164691575024225,0.0171053387922778,0.0474718598195047,0.0004988341154174,0.087936019825059,True,False,True
7.0,6.0,0.679169,1.53,0.679169,1.5301695655172416,0.0485859787,-4.201184103448276,4.195363646229134,0.0034073518132034,0.0140504125488092,3.2151595072706034e-05,0.0441801175094046,True,False,False
7.0,6.0,0.683471,1.92,0.683471,1.9200694655172417,0.990995572413793,-3.4075303551724136,5.746067639492834,0.004073983427781,0.015240237959868,2.691531166851826e-05,0.186683304648204,True,False,True
7.0,6.0,0.685656,1.51,0.685656,1.5106077620689655,0.0414804549793103,-4.295640748275862,4.6052850921572634,0.0034615658014547,0.0140471421573552,2.9900814774351003e-05,0.6009938071593918,True,False,False
7.0,6.0,0.7,1.5,0.7,1.500123399059561,0.1126945760595611,-4.432779295611285,4.414495144051233,0.0034259505167236,0.0141717598825476,2.9624436761180343e-05,0.39706650960597,True,False,False
7.0,6.0,0.7,1.7,0.7,1.699943579310345,0.6179589777011495,-3.9996433045977016,4.744789450093305,0.0038532455204755,0.0149456866940807,2.7114897339671e-05,0.5324239605891383,True,False,False
7.0,6.0,0.7,1.8,0.7,1.800324290640394,0.8647532431034483,-3.7843538408866992,4.62247717594374,0.0041032553045937,0.015555990279132,2.5876305026821775e-05,0.6693629511301232,True,False,True
