index,sigma_guess,epsilon_guess,lr_guess,optimized,sigma_sol,epsilon_sol,lr_sol,of,solved_success
0,2.5,100.0,9.0,True,3.4444444444444446,117.77777777777771,7.0,0.9946837897241376,False
1,3.0,200.0,17.5,True,3.583333333333334,176.66666666666663,17.40277777777778,0.4836933620700503,False
2,3.25,150.0,13.25,True,3.815394609621197,139.81078612281553,10.829608317451761,0.01875474589156786,True
3,2.75,250.0,21.75,True,3.625925925925925,184.25925925925912,20.702777777777797,0.4965663607990186,False
4,2.875,175.0,19.625,True,3.8191358024691384,161.60493827160525,15.263888888888893,0.1701217846138809,False
5,3.375,275.0,11.125,True,4.443749999999995,149.72222222222234,12.175694444444442,0.3186328764643537,False
6,3.125,125.0,23.875,True,3.697916666666667,164.58333333333331,15.120833333333325,0.2034179962495185,False
7,2.625,225.0,15.375,True,3.3493055555555555,157.91666666666674,14.492361111111094,1.2372330456649263,False
8,2.6875,162.5,24.9375,True,3.4439814814814804,175.54012345679024,18.13356481481479,0.8943288741594473,False
9,3.1875,262.5,16.4375,True,3.825000000000003,175.0,17.53333333333334,0.1695419449741323,False
10,3.4375,112.5,20.6875,True,4.067708333333333,148.125,13.102083333333308,0.1820061735093487,False
11,2.9375,212.5,12.1875,True,3.737958676268858,144.93141289437568,12.0704732510288,0.1213577878426697,False
12,2.8125,137.5,14.3125,True,3.65740740740741,149.7316529492456,11.08089849108368,0.2882228253667649,False
13,3.3125,237.5,22.8125,True,3.864583333333336,197.9166666666667,23.192708333333343,0.4762386655233964,False
14,3.0625,187.5,10.0625,True,3.584259259259256,138.88888888888886,10.435185185185189,0.1013172648985102,False
15,2.5625,287.5,18.5625,True,3.2173611111111144,177.1141975308641,20.23541666666664,3.0937608090992086,False
16,2.59375,193.75,16.96875,True,3.629115226337456,180.5144032921812,18.110474537037064,0.5028685516300884,False
17,3.09375,293.75,25.46875,True,3.7124999999999986,195.83333333333331,27.16666666666665,1.3616432680919894,False
18,3.34375,143.75,12.71875,True,3.8153939889355124,139.8107048642887,10.829596446311463,0.018754745891031155,True
19,2.84375,243.75,21.21875,True,3.3493055555555564,192.29166666666669,22.8690972222222,1.5623783641190307,False
20,2.96875,118.75,23.34375,True,3.6458815586419746,160.27584876543213,11.960069444444477,0.6514349821716825,False
21,3.46875,218.75,14.84375,True,3.9494634280291336,166.6525456551326,15.512743297885155,0.07074693599986336,True
22,3.21875,168.75,19.09375,True,3.725405092592592,168.125,16.618634259259252,0.2511203265314854,False
23,2.71875,268.75,10.59375,True,3.579687500000005,146.3194444444445,11.594270833333349,0.149522332777945,False
24,2.65625,131.25,18.03125,True,3.3350694444444464,156.04166666666663,13.022569444444436,0.8296594898354558,False
25,3.15625,231.25,9.53125,True,3.9453125000000018,132.7546296296294,10.660879629629632,0.1649909628266197,False
26,3.40625,181.25,22.28125,True,4.135107548392013,176.07576969974104,18.473468935756745,0.1677326767555952,False
27,2.90625,281.25,13.78125,True,3.632812499999997,161.45833333333334,15.414583333333322,0.4329296009068659,False
28,2.78125,156.25,11.65625,True,3.815393539930321,139.81080742682707,10.829608892138523,0.018754745889877834,True
29,3.28125,256.25,20.15625,True,4.061203275034295,183.19473022405128,20.02445558984911,0.1986174355683174,False
30,3.03125,106.25,15.90625,True,3.8153936853848096,139.81072948597188,10.829599007604912,0.01875474588993875,True
31,2.53125,206.25,24.40625,True,3.803124999999998,196.31944444444457,23.426986882716037,0.4419870763678713,False
